Email,FirstName,BusinessName,City,Trade,PricingLink
"allroofingsolutions@outlook.com","All","All Roofing Solutions","Hamilton","roofer","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=roofer&city=Hamilton&ref=00000000-0000-4000-a000-00004dd79805"
"geoffwoodheating@gmail.com","Geoff","Geoff Wood Plumbing & Heating","Darlington","gas-engineer","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=gas-engineer&city=Darlington&ref=00000000-0000-4000-a000-0000254b98b3"
"info@smartpowerelectrical.co.uk","Smart","Smart Power Electrical LTD","bolton","electrician","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=electrician&city=bolton&ref=35dffa51-4846-393d-99a2-fd5669adeeeb"
"info@securolocksmiths.co.uk","Securo","Securo Locksmiths","Kilmarnock","locksmith","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=locksmith&city=Kilmarnock&ref=00000000-0000-4000-a000-0000093fe66e"
"dhuntroofing@yahoo.com","D","D Hunt Roofing Ltd Reigate Support","Reigate","roofer","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=roofer&city=Reigate&ref=c3778da5-75c1-4087-9e89-a25eceb83fde"
"info@doncasterglass.co.uk","Professional","Professional Glaziers Doncaster","Doncaster","glazier","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=glazier&city=Doncaster&ref=82159e4e-c3fa-33ce-accf-3e4739e2cacd"
"info@prestonwindowrepair.co.uk","Preston","Preston Glass Specialists","Preston","glazier","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=glazier&city=Preston&ref=b5d09e4d-7ca7-38d5-972f-589667d41c9b"
"enquiries@ajet-drains.co.uk","Ajet","Ajet Drain Services","Grimsby","drain-specialist","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=drain-specialist&city=Grimsby&ref=00000000-0000-4000-a000-00005c866a9a"
"info@beverleyglazing.co.uk","Beverley","Beverley Glazing Ltd","Grimsby","glazier","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=glazier&city=Grimsby&ref=00000000-0000-4000-a000-0000642a2bdd"
"office@aquarodsouthwest.co.uk","Aqua","Aqua Rod (SW) Ltd","Falmouth","drain-specialist","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=drain-specialist&city=Falmouth&ref=00000000-0000-4000-a000-0000235ca496"
"livingaire.airconditioning@gmail.com","Livingaire","Livingaire Air Conditioning","Glasgow","HVAC","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=HVAC&city=Glasgow&ref=dacba3f4-5dd7-3083-a02e-4df0019fa74a"
"info@fusionelectrical.co.uk","Fusion","Fusion Electrical Contractors Stockport & Manchester","Manchester","electrician","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=electrician&city=Manchester&ref=ca3c0e8b-34d6-3b76-9759-b2c7f0e19ea7"
"robert@broofa.com","Billy","Billy Paterson Electrical Contracting Ltd","Clydebank","electrician","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=electrician&city=Clydebank&ref=00000000-0000-4000-a000-00002ce0bf8f"
"neil.capon@gmail.com","CFS","CFS Fibreglass Flatroofing Ltd","Grantham","roofer","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=roofer&city=Grantham&ref=00000000-0000-4000-a000-000007553e29"
"privacy@drainawaydrains.co.uk","Drain","Drain Away Drains Ltd","Grantham","drain-specialist","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=drain-specialist&city=Grantham&ref=00000000-0000-4000-a000-000055059b30"
"andrewbartlett@restoraction.co.uk","Restoraction","Restoraction","Falmouth","water-restoration","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=water-restoration&city=Falmouth&ref=00000000-0000-4000-a000-00003c61d92a"
"info@ajbuildingservices.co.uk","A","A J Building Services Ltd","Wells","builder","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=builder&city=Wells&ref=00000000-0000-4000-a000-00002b835a17"
"info@seacltd.co.uk","South","South East Air Conditioning Ltd","Wells","hvac","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=hvac&city=Wells&ref=00000000-0000-4000-a000-00007eb27bfd"
"ngrafika@mailbox.hu","Pawson","Pawson Electrical Services","Nuneaton","electrician","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=electrician&city=Nuneaton&ref=714ebd61-86c0-3144-a778-0d0e20695472"
"duffy1bld@gmail.com","C","C H Parker Kings Norton Ltd","Bromsgrove","plumber","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=plumber&city=Bromsgrove&ref=00000000-0000-4000-a000-000002426b7d"
"info@weselectrical.co.uk","W.E.S","W.E.S Electrical","Glasgow","Gas Engineer","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=Gas%20Engineer&city=Glasgow&ref=62193d95-689f-315f-a9f2-bba5371301b8"
"info@rugbywindowrepair.co.uk","Rugby","Rugby Glass Specialists","Rugby","glazier","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=glazier&city=Rugby&ref=7d286b30-9c18-3bc3-ab76-9800b0529ee1"
"info@b2breakdownrecovery.co.uk","B2","B2 Breakdown Recovery Eastleigh Support","Eastleigh","breakdown","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=breakdown&city=Eastleigh&ref=7185574e-f876-4cf9-98e8-132e7e75f8d2"
"info@boilerfix247.co.uk","BoilerFix","BoilerFix 247","Huddersfield","hvac","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=hvac&city=Huddersfield&ref=a40b799c-a581-4e9b-8aad-c4dd4d70f548"
"info@anytimelocksmiths.co.uk","Anytime","Anytime Locksmiths","Hounslow","locksmith","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=locksmith&city=Hounslow&ref=00000000-0000-4000-a000-00003a7d59b2"
"info@carbreakdownrecoveryworcester.co.uk","Yeomans","Yeomans Garage Worcester 24/7","Worcester","breakdown","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=breakdown&city=Worcester&ref=a868b2b0-a582-42f1-a122-d1ff03e369b6"
"info@premierroofingservices.co.uk","Premier","Premier Roofing Services","Bebington","roofer","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=roofer&city=Bebington&ref=00000000-0000-4000-a000-00005e923662"
"enquiries@gillinghamglass.co.uk","Gillingham","Gillingham Glass Company Ltd","Weymouth","glazier","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=glazier&city=Weymouth&ref=00000000-0000-4000-a000-00002288a3ea"
"enquiries@pro-servcleaningservices.co.uk","Pro","Pro Serv Cleaning Telford","Telford","water-restoration","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=water-restoration&city=Telford&ref=07541ce4-d122-40d4-a5c3-8e16176d811c"
"info@house-renovation.co.uk","House","House Renovation Ltd","Chelsea","builder","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=builder&city=Chelsea&ref=00000000-0000-4000-a000-000022fac614"
"info@englishroofingspecialist.co.uk","Meister","Meister Emson Roofing","Weymouth","roofer","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=roofer&city=Weymouth&ref=00000000-0000-4000-a000-00002e8966fe"
"info@djrecovery.com","DJ","DJ Recovery Belfast","belfast","breakdown","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=breakdown&city=belfast&ref=b461f506-fa0f-3221-ab91-567c60f8aa4b"
"your@email.com","Crystal","Crystal Plumbing Basildon","Basildon","water-restoration","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=water-restoration&city=Basildon&ref=060837b2-21b0-4c24-b972-2915a9d5024d"
"info@emergencycleanuk.co.uk","Emergency","Emergency Clean UK Chelmsford","Chelmsford","water-restoration","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=water-restoration&city=Chelmsford&ref=536be123-8134-4327-b95d-87107fcb53da"
"service@drainboss.co.uk","DrainBoss","DrainBoss Worthing","Worthing","water-restoration","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=water-restoration&city=Worthing&ref=b2de39a9-9615-4e59-bb29-2d653edfacf1"
"info@guardianlockandsafe.co.uk","Guardian","Guardian Lock & Safe","Skelmersdale","locksmith","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=locksmith&city=Skelmersdale&ref=00000000-0000-4000-a000-000054510a83"
"arvcolocksmith@hotmail.co.uk","Arvco","Arvco Locksmith Services","Kidderminster","locksmith","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=locksmith&city=Kidderminster&ref=00000000-0000-4000-a000-0000706d5cdc"
"info@pkeeling.co.uk","PK","PK Plumbing Darlington","Darlington","hvac","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=hvac&city=Darlington&ref=654855c5-9822-4ff4-9ae7-c4038c2ef721"
"mhautos03@hotmail.co.uk","MH","MH Autos Peterborough Recovery","Peterborough","breakdown","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=breakdown&city=Peterborough&ref=22381723-6f2f-4520-8eb9-471ca0bbd475"
"info@michaelsacservices.com","Michael's","Michael's a C Services","Clacton-on-Sea","hvac","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=hvac&city=Clacton-on-Sea&ref=00000000-0000-4000-a000-00007877f77d"
"info@amcgillivray.co.uk","A","A McGillivray Electrical & Refrigeration","Stirling","hvac","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=hvac&city=Stirling&ref=00000000-0000-4000-a000-00001f01b66f"
"info@smghampshire.co.uk","SMG","SMG Hampshire","Southampton","Glazier","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=Glazier&city=Southampton&ref=1b13a17a-02b7-34f0-8e47-9766f2f95c61"
"info@charliebrownplumbing.co.uk","Charlie","Charlie Brown Plumbing & Heating","Wokingham","hvac","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=hvac&city=Wokingham&ref=24ba3419-9d1b-4604-9066-90c5f5b55e22"
"info@anglia-aircon.co.uk","Anglia","Anglia Air Conditioning Ltd","Great Yarmouth","hvac","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=hvac&city=Great%20Yarmouth&ref=00000000-0000-4000-a000-00001e011e89"
"info@temperaturedesign.co.uk","Temperature","Temperature Design Partnership Ltd","Stirling","hvac","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=hvac&city=Stirling&ref=00000000-0000-4000-a000-000019caa022"
"info@thegasstore.com","The","The Gas Store Home Services Ltd","Runcorn","gas-engineer","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=gas-engineer&city=Runcorn&ref=00000000-0000-4000-a000-00007f66ef78"
"hello@2counties.co.uk","2","2 Counties Plumbing and Heating","Plymouth","Gas Engineer","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=Gas%20Engineer&city=Plymouth&ref=d6017ba3-cb74-34a0-9dfc-d39e4d62a95f"
"enquiries@hereford-dampbuster.co.uk","Hereford","Hereford Damp And Mould Control","Hereford","water-restoration","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=water-restoration&city=Hereford&ref=0b085968-f239-3ba7-a01c-dc69890c7a60"
"info@everglazewindows.co.uk","Everglaze","Everglaze Window Solutions Ltd","Portsmouth","Glazier","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=Glazier&city=Portsmouth&ref=e1a8b0f8-60a9-3186-a13f-758085b94a02"
"lilly@lsdigitalmarketing.uk","L","L J S Plumbing & Heating","Basingstoke","gas-engineer","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=gas-engineer&city=Basingstoke&ref=00000000-0000-4000-a000-0000032a3ea3"
"info@heatforce.co.uk","Heatforce","Heatforce","Caerphilly","gas-engineer","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=gas-engineer&city=Caerphilly&ref=00000000-0000-4000-a000-00003e9aeeff"
"info@chesterlocksmiths.co.uk","Chester","Chester Locksmiths Ltd","Wrexham","locksmith","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=locksmith&city=Wrexham&ref=00000000-0000-4000-a000-00005cda8798"
"info@coppenhallgasservices.co.uk","Coppenhall","Coppenhall Gas Services","Wrexham","gas-engineer","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=gas-engineer&city=Wrexham&ref=00000000-0000-4000-a000-00006709073a"
"info@bgtaylorgroundworkglenrothes.co.uk","B","B G Taylor Groundworks Ltd","Glenrothes","builder","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=builder&city=Glenrothes&ref=00000000-0000-4000-a000-00006fd117db"
"info@highlineroofing.co.uk","Highline","Highline Roofing Epsom Specialists","Epsom","roofer","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=roofer&city=Epsom&ref=624be3c6-f845-4bd1-b112-f0ad1dfe1fac"
"protrade.roofing@icloud.com","Pro-Trade","Pro-Trade Roofing Services","Loughborough","roofer","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=roofer&city=Loughborough&ref=00000000-0000-4000-a000-000047c4ac4e"
"info@sunlightredf.com","Sunlight","Sunlight R E D F Ltd","Newham","electrician","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=electrician&city=Newham&ref=00000000-0000-4000-a000-00002dcafdca"
"info@coventrydrainage.co.uk","Local","Local Drain Specialists Coventry","Coventry","drain-specialist","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=drain-specialist&city=Coventry&ref=07869b28-86b7-33df-a812-60b453929882"
"info@noble-gas.co.uk","Noble","Noble Gas","Paignton","gas-engineer","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=gas-engineer&city=Paignton&ref=00000000-0000-4000-a000-000024c0a7aa"
"info@clubbsecurity.co.uk","Clubb","Clubb Security","Royal Tunbridge Wells","locksmith","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=locksmith&city=Royal%20Tunbridge%20Wells&ref=00000000-0000-4000-a000-000062c8eab1"
"sales@ramsgateglass.co.uk","Ramsgate","Ramsgate Glass Centre","Margate","glazier","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=glazier&city=Margate&ref=00000000-0000-4000-a000-000049915ae9"
"info@tmhugheselectrical.co.uk","TM","TM Hughes Electrical","Basildon","electrician","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=electrician&city=Basildon&ref=34a4d6b8-e4f7-327c-ac4b-091cfd12ed12"
"info@beaconglassandglazing.co.uk","Beacon","Beacon Glass & Glazing","Paignton","glazier","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=glazier&city=Paignton&ref=00000000-0000-4000-a000-000049bc6360"
"deltadrainservices@gmail.com","Delta","Delta Drain Services","Stockport","drain-specialist","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=drain-specialist&city=Stockport&ref=b3681cb6-a3ca-3fb3-b4c7-433764e53d76"
"info@proitelectrical.uk","PRO","PRO IT Electrical","Basildon","electrician","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=electrician&city=Basildon&ref=59a88e23-1db4-3f8a-b7dc-b9eb18f44865"
"info@barrettcontracts.com","Barrett","Barrett Electrical Contracts Ltd","Omagh","electrician","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=electrician&city=Omagh&ref=00000000-0000-4000-a000-00007103f788"
"info@stserviceselectricalltd.co.uk","S","S T Services Electrical Ltd","Altrincham","electrician","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=electrician&city=Altrincham&ref=00000000-0000-4000-a000-00006d0b4d73"
"info@applefiresecurity.co.uk","Apple","Apple Fire & Security Ltd","Loughborough","electrician","https://emergencytradesmen.net/pricing?utm_source=gmail_mailmerge&utm_campaign=batch_5_manual&utm_medium=email&trade=electrician&city=Loughborough&ref=00000000-0000-4000-a000-00003933d633"
