Name,Phone,Trade,Rating,Reviews,Website,Address
"ProFlow Gutter Solutions","(509) 385-4715","roofer","5","83","https://www.proflowguttersolutions.com/","8001 E Marietta Ave, Spokane, WA 99212, USA"
"Spokane Fire & Water Restoration","(509) 368-1228","drain-specialist","5","78","https://www.spofaw.com/","9601 E Sprague Ave, Spokane Valley, WA 99206, USA"
"Alpine Roofing Spokane","(509) 581-4244","roofer","4.9","78","https://alpineroofingpro.com/","1009 N Washington St suite d, Spokane, WA 99201, USA"
"Greater Power Electric and Lighting","(509) 240-9899","electrician","5","76","http://greaterpowerelectric.com/?utm_source=gmb&utm_medium=referral","4203 E 21st Ave, Spokane, WA 99223, USA"
"Tactical Plumbing & Piping","(509) 263-2160","plumber","5","72","http://www.tacticalplumbingspokane.com/","3615 E Trent Ave, Spokane, WA 99202, USA"
"KT Electrical Contractors LLC","(509) 953-1186","electrician","5","71","http://ktecontractors.com/?utm_source=gmb&utm_medium=referral","13411 E Trent Ave a101, Spokane Valley, WA 99216, USA"
"Morris Clark Siding & Roofing","(509) 482-2833","roofer","4.6","67","http://www.morrisclark.com/","2728 E Garland Ave, Spokane, WA 99207, USA"
"Peck Plumbing & Heating","(509) 456-2430","plumber","4.8","66","http://www.peckplumbing.com/","8009 S Spotted Rd, Cheney, WA 99004, USA"
"Timber Roofing","(509) 315-6549","roofer","5","64","https://www.mytimberroof.com/","833 E Paske Rd, Colbert, WA 99005, USA"
"Heritage Roofing & Construction","(509) 412-3165","roofer","4.9","62","http://www.hrcspokane.com/?utm_source=GMB&utm_medium=organic&utm_campaign=spokeane","9009 N Rosebury Ln, Spokane, WA 99208, USA"
"Inland Trenchless","(509) 655-3360","drain-specialist","5","61","http://www.inlandtrenchless.com/","10925 S Latah Ln, Spokane, WA 99223, USA"
"Greater American Construction","(509) 325-2572","roofer","5","60","http://www.greateramericanconst.com/","7900 N Market St, Spokane, WA 99217, USA"
"Arrow Point Roofing","(509) 509-0435","roofer","4.9","60","http://arrowpointroofingllc.com/","318 S Dishman Mica Rd, Spokane Valley, WA 99206, USA"
"Erie Home","(509) 295-2678","roofer","4.8","58","https://eriehome.com/locations/roofing/spokane-wa/?utm_source=gbp&utm_medium=roofing&utm_campaign=Spokane","110 S Sherman St, Spokane, WA 99202, USA"
"Spokane Plumbing and Heating","(509) 315-6509","plumber","4.6","56","https://www.spokaneplumbing.com/","5827 N Florida St, Spokane, WA 99217, USA"
"Tri-County Septic And Grease Trap Solutions","(509) 926-9361","drain-specialist","4.9","55","https://tricountysepticandgreasetrapsolutions.com/","3211 S Geiger Blvd, Spokane, WA 99224, USA"
"Plumber Faucets N' Stuff","(509) 924-8881","plumber","4.9","51","http://faucetsnstuffplumbing.com/","12205 E 1st Ave, Spokane Valley, WA 99206, USA"
"Restoration Roofing, LLC","(509) 237-7786","roofer","5","50","https://www.restorationroofingspokane.com/","6722 N Pittsburg St, Spokane, WA 99217, USA"
"Rainbow Electric, Inc.","(509) 534-3030","electrician","4.6","50","http://www.rainbowelectric.net/","809 N Napa St, Spokane, WA 99202, USA"
"Cougar Rooter","(509) 319-9078","plumber","5","47","","3120 S Grand Blvd #8054, Spokane, WA 99203, USA"
"AP Roofing Company","(509) 844-1244","roofer","5","47","https://www.aproofingcompanyspokane.com/","517 E Empire Ave, Spokane, WA 99207, USA"
"The Local Guys Plumbing and Drain Services LLC","(509) 808-0713","plumber","4.9","46","","8603 E Courtland Ave, Millwood, WA 99212, USA"
"Sashiks Construction LLC","(425) 344-7683","roofer","5","46","https://sashiksconstruction.com/","11306 N Morrill Dr, Mead, WA 99021, USA"
"Roof Maxx of Spokane, WA","(509) 954-1786","roofer","5","40","https://roofmaxx.com/find-a-dealer/washington/spokane/?dealer_id=4131226554&utm_source=Vehicle&utm_medium=vehicle&utm_campaign=2024%20Dodge%20Truck","6722 N Pittsburg St, Spokane, WA 99217, USA"
"Glenrose Plumbing Service","(509) 487-3010","plumber","3.4","40","http://www.glenroseplumbing.com/","2709 N Pittsburg St, Spokane, WA 99207, USA"
"Electric Smith Inc","(509) 484-6555","electrician","4.7","38","http://www.electric-smith.com/","5150 N Freya St, Spokane, WA 99217, USA"
"AmeriWest Electric and Solar Corp.","(509) 919-1073","electrician","4.6","37","https://ameri-westelectric.com/","1708 N Vista Rd, Spokane Valley, WA 99212, USA"
"All Star Plumbing & Excavation","(509) 466-3930","plumber","4.7","37","https://www.allstarspokane.com/","7608 N Market St, Spokane, WA 99217, USA"
"Roemer Rooter","(509) 230-2784","plumber","4.8","37","","1414 N Fiske St suit c, Spokane, WA 99202, USA"
"Wired Goat Electric","(509) 290-8572","electrician","5","36","https://www.wiredgoatelectric.com/","11402 E Sinto Ln, Spokane, WA 99206, USA"
"New Heights Roofing","(509) 286-2069","roofer","4.9","36","https://www.newheightsroofing.com/?utm_source=gbp&utm_medium=organic&utm_campaign=gbp-listing&utm_content=spokane-office","2818 N Sullivan Rd Suite 100-1031, Spokane Valley, WA 99216, USA"
"Signature Exteriors","(509) 295-8066","roofer","4.8","35","https://signatureext.com/","6 W Joseph Ave #100, Spokane, WA 99205, USA"
"Garcia Roofing LLC","(509) 599-0950","roofer","4.2","35","https://www.garciaroofingspokane.com/","14404 E Cataldo Ave, Spokane Valley, WA 99216, USA"
"True Value at Argonne Village","(509) 505-4996","locksmith","3.6","35","https://truevalueatargonnevillage.com/","9211 E Montgomery Ave, Spokane Valley, WA 99206, USA"
"Steve’s Const LLC","(509) 218-8544","roofer","5","33","https://www.spokanemetalroof.com/","4472 W Brookfield Ave, Spokane, WA 99208, USA"
"Flattop Roofing Inc","(509) 624-7424","roofer","4.4","32","http://flattoproofing.com/","3004 N Sullivan Rd, Spokane Valley, WA 99216, USA"
"Mountain States Electrical","(509) 532-0110","electrician","4.5","31","http://mountainstateselectrical.com/","1220 E 1st Ave, Spokane, WA 99202, USA"
"Stay Dry Solutions LLC","(509) 822-8712","roofer","4.9","31","","1312 N Monroe St STE 100, Spokane, WA 99201, USA"
"509 Roofs","(509) 217-0704","roofer","4.6","30","https://509roofs.com/","2815 N Pittsburg St, Spokane, WA 99207, USA"
"AF Honest Home Services LLC | Heating | Cooling | Electrical","(509) 537-3773","electrician","4.9","30","http://www.honestafservices.com/","728 N Hogan St, Spokane, WA 99202, USA"
"Cascade Rain Gutters, Inc.","(509) 487-5815","roofer","4.7","29","http://www.cascaderaingutters.com/","3345 E Trent Ave, Spokane, WA 99202, USA"
"Platt Electric Supply","(509) 534-6630","electrician","4.4","29","https://www.platt.com/platt-electric-supply/WA/Spokane/StoreLocationDetail.aspx?id=9&utm_source=local-listings&utm_medium=organic&utm_content=GMB","3920 E Alki Ave, Spokane, WA 99202, USA"
"Right First Roofing & Construction","(509) 464-9571","roofer","4.9","28","http://www.rightfirstroofing.com/","606 N Pines Rd Suite 201A, Spokane Valley, WA 99206, USA"
"Quality Roofing","(509) 868-6339","roofer","4.8","26","http://myqualityroof.com/","14003 E Nixon Ave, Spokane Valley, WA 99216, USA"
"Brandon the Handyman and Remodeler, LLC","(509) 862-7934","electrician","4.4","26","https://brandonspokanehandyman.com/","3015 E 32nd Ave, Spokane, WA 99223, USA"
"Advantage Lock & Key","(509) 590-1730","locksmith","4.8","26","https://advantagelocksmithspokane.com/","4424 N Wall St, Spokane, WA 99205, USA"
"Keith Hanson General Contracting llc","(509) 216-1459","roofer","4.4","25","","1624 E Longfellow Ave, Spokane, WA 99207, USA"
"Nords Electric Supply","(509) 328-3900","electrician","4.7","25","http://www.nordselectric.com/","1730 W Sharp Ave, Spokane, WA 99201, USA"
"Merit Electric","(509) 535-3930","electrician","3.8","24","http://www.meritelectric.net/","815 N Helena St, Spokane, WA 99202, USA"
"Kodiak Roofing Company Inc","(509) 533-1292","roofer","3.1","24","","1504 E Sprague Ave, Spokane, WA 99202, USA"
"Lellex Construction","(509) 210-8722","roofer","5","23","https://www.lellexconstruction.com/","428 S Freya St Suite 2, Spokane, WA 99202, USA"
"Nine Mile Septic","(509) 768-3084","plumber","4.8","23","http://facebook.com/ninemileseptic","16418 N Sunrise Dr, Nine Mile Falls, WA 99026, USA"
"KeyMe Locksmiths","(425) 230-6104","locksmith","4.3","23","https://key.me/kiosks/washington/spokane/spokane/locksmith-key-copy-spokane-fred-meyer-99218-washington","12120 N Division St, Spokane, WA 99218, USA"
"Galloway Roofing & Siding","(509) 535-9176","roofer","4","20","http://www.gallo-way.com/","4108 E 22nd Ave, Spokane, WA 99223, USA"
"Alpha Electric Inc","(509) 326-9473","electrician","3.9","20","https://www.alphaelectricspokane.com/","2103 W Maxwell Ave, Spokane, WA 99201, USA"
"Handyman Solutions","(509) 863-8675","roofer","4.9","19","http://www.handyman-spokane.com","2220 E 49th Ave, Spokane, WA 99223, USA"
"Boone Electric","(509) 777-1045","electrician","4.1","19","http://www.boonenw.com/","11502 E Montgomery Dr, Spokane Valley, WA 99206, USA"
"Air Control Heating and Electric, Inc","(509) 443-4434","electrician","3.3","19","https://www.aircontrolspokane.com/services/cooling/air-conditioning-repair-install/","202 N Crestline St Suite #2, Spokane, WA 99202, USA"
"Top Dog Plumbing and Drain","(509) 309-2176","plumber","4.8","19","https://topdogplumbingspokane.com/","4625 E Trent Ave Suite #101, Spokane, WA 99212, USA"
"Barton Roofing","(509) 535-3768","roofer","4","18","http://www.bartonroof.com/","5423 E Union Ave, Spokane, WA 99212, USA"
"Restoration Done of Spokane Valley","(509) 272-9030","drain-specialist","4.9","18","https://www.restorationdonellc.com/?utm_source=google&utm_medium=organic&utm_campaign=maps","11808 E Mansfield Ave #2, Spokane Valley, WA 99206, USA"
"Henderson Roofing","(509) 928-7254","roofer","4.8","18","https://chuckhendersonroofing.com/","1003 S Pines Rd, Spokane, WA 99206, USA"
"Valley Electric","(509) 924-2670","electrician","4.3","18","http://valleyelectricspokane.com/","102 S Vista Rd, Spokane Valley, WA 99212, USA"
"Geo Electric","(509) 606-1593","electrician","5","17","http://www.geoelectricinc.com/","18209 E 11th Ave, Greenacres, WA 99016, USA"
"Inland Home Improvements","(509) 444-0123","roofer","4.8","16","https://www.inlandhomeimprovementsinc.com/","5805 E Sharp Ave, Spokane Valley, WA 99212, USA"
"Platt Electric Supply","(509) 922-8703","electrician","4.6","16","https://www.platt.com/platt-electric-supply/WA/Spokane-Valley/StoreLocationDetail.aspx?id=104&utm_source=local-listings&utm_medium=organic&utm_content=GMB","12918 E Indiana Ave, Spokane Valley, WA 99216, USA"
"Power City Electric","(509) 535-8500","electrician","4","15","http://www.powercityelectric.com/","3327 E Olive Ave, Spokane, WA 99202, USA"
"KeyMe Locksmiths","(509) 404-0803","locksmith","4.5","15","https://key.me/kiosks/washington/spokane/spokane/locksmith-key-copy-spokane-winco-99218-washington","9257 N Nevada St, Spokane, WA 99218, USA"
"Andrews Mechanical Inc - open 24/7 for Emergency Service","(509) 489-3860","plumber","3.5","15","http://www.andrewsmechanical.com/","2727 N Madelia St # 8, Spokane, WA 99207, USA"
"Exteriors By Aspen","(208) 620-9041","roofer","5","14","http://www.exteriorsbyaspen.com/","804 N Monroe St #1003, Spokane, WA 99201, USA"
"Ivan's Roofing Spokane LLC","(509) 505-8283","roofer","5","14","","16201 E Indiana Ave Suite 3160, Spokane Valley, WA 99216, USA"
"Minute Key","(800) 539-7571","locksmith","3.6","14","https://www.minutekey.com/key-services/washington/spokane/locksmith-key-copy-duplication-1221-s-hayford-rd-/25353/","1221 S Hayford Rd, Spokane, WA 99224, USA"
"Voltric Electric Inc","(509) 624-6142","electrician","5","13","http://www.voltricelectric.com/","141 S Sheridan St, Spokane, WA 99202, USA"
"Hollys Plumbing Inc","(509) 924-7314","plumber","5","13","","PO Box 1296, Spokane Valley, WA 99037, USA"
"River City Roofing","(509) 890-8536","roofer","4.7","12","https://roofrivercity.com/washington-roofing-company/?utm_source=GBP&utm_medium=Organic&utm_campaign=GBP_Website_Clicks","23 N Napa St, Spokane, WA 99202, USA"
"B & V Home Improvements","(509) 710-2987","roofer","4.7","12","http://www.bvhomeimprovements.com/","4308 E Red Roan Dr, Spokane, WA 99217, USA"
"American Leak Detection of Spokane","(509) 631-8513","plumber","5","12","https://www.americanleakdetection.com/spokane/?utm_source=GMB&utm_medium=organic&utm_campaign=spokane","422 W Riverside Ave STE 1100, Spokane, WA 99201, USA"
"Pick Electric, Inc.","(509) 532-1975","electrician","4.7","12","http://pickelectric.com/","4805 N Florida St, Spokane, WA 99217, USA"
"Broadway Electric LLC","(509) 474-0506","electrician","4.2","12","","14302 E Broadway Ave, Spokane Valley, WA 99216, USA"
"Elevated Roofing, LLC","(509) 655-6933","roofer","4.3","12","","2610 W Longfellow Ave, Spokane, WA 99205, USA"
"Apollo Electric","(509) 383-1947","electrician","4.3","11","http://www.apolloelectricspokane.com/","7906 N Freya St, Spokane, WA 99217, USA"
"Vital Roofing LLC","(509) 590-5501","roofer","5","11","https://vitalroofingllc.net/","8319 E Boone Ave, Spokane, WA 99212, USA"
"B&B Brothers Construction LLC.","(208) 810-8171","roofer","5","11","http://bnbbrothers.net/?utm_source=gmb&utm_medium=referral","304 E Rockwell Ave, Spokane, WA 99207, USA"
"Inland Exteriors LLC","(509) 251-7792","roofer","4.4","11","https://inlandexteriors.com/","Spokane, WA 99206, USA"
"J & R Drain Cleaning","(509) 991-2259","plumber","5","10","","5801 W Ridgecrest Dr, Spokane, WA 99208, USA"
"Fluid Roofing LLC","(509) 244-1001","roofer","5","10","http://fluidroofing.net/","11509 W 21st Ave Ste 900, Airway Heights, WA 99001, USA"
"Minute Key","(509) 503-8682","locksmith","4.1","10","https://www.minutekey.com/key-services/washington/spokane-valley/locksmith-key-copy-duplication-5204-e-sprague-ave/844/","5204 E Sprague Ave, Spokane Valley, WA 99212, USA"
"Impervious Coatings LLC","(509) 537-5534","roofer","5","9","https://www.ircroofcoatings.com/","522 W Riverside Ave Suite N, Spokane, WA 99201, USA"
"All Surface Roofing","(509) 413-2849","roofer","4.4","9","http://asr-inc.us/","5727 N Florida St, Spokane, WA 99217, USA"
"Minute Key","(509) 319-0191","locksmith","4.1","9","https://www.minutekey.com/key-services/washington/spokane-valley/locksmith-key-copy-duplication-16205-e-broadway-ave/26173/","16205 E Broadway Ave, Spokane Valley, WA 99037, USA"
"BCH Electric","(509) 936-1309","electrician","4","8","","5919 WA-291 Ste 1 PMB 163, Nine Mile Falls, WA 99026, USA"
"Flynn BEC LP","(509) 455-4043","roofer","4.3","8","https://flynncompanies.com/contact-us/flynn-spokane/","4414 S Dowdy Rd, Spokane, WA 99224, USA"
"Flat Roof Pros, Inc.","(509) 939-1131","roofer","4","8","http://flatroofprosnw.com/","601 W 1st Ave Suite 1400, Spokane, WA 99201, USA"
"KeyMe Locksmiths","(509) 260-8665","locksmith","3.6","7","https://key.me/kiosks/washington/spokane-valley/spokane-valley/locksmith-key-copy-spokane-valley-fred-meyer-99037-washington","15609 E Sprague Ave, Spokane Valley, WA 99037, USA"
"KeyMe Locksmiths","(509) 567-3136","locksmith","3","7","https://key.me/kiosks/washington/spokane-vly/spokane-vly/locksmith-key-copy-spokane-vly-winco-99206-washington","9718 E Sprague Ave, Spokane, WA 99206, USA"
"Anthony Smith Construction","(509) 688-7892","roofer","4.4","7","http://www.asconstruction.org/","1411 W Garland Ave Suite D, Spokane, WA 99205, USA"
"EverNorth Roofing","(509) 301-0609","roofer","5","7","","9116 E Sprague Ave #609, Spokane Valley, WA 99206, USA"
"Granite Mountain Construction LLC","(509) 850-7087","roofer","5","7","https://granitemtconstruction.com/","319 W Hastings Rd Suite A111, Spokane, WA 99218, USA"
"Russell Quality Roofing","(208) 791-5252","roofer","5","7","https://rssllc-construction.com/","2818 N Sullivan Rd Suite 100-1014, Spokane Valley, WA 99216, USA"
"Minute Key","(509) 503-8684","locksmith","3.7","6","https://www.minutekey.com/key-services/washington/spokane-valley/locksmith-key-copy-duplication-5025-e--sprague-ave-/14658/","5025 E Sprague Ave, Spokane Valley, WA 99212, USA"
"Energized Electric Inc","(509) 483-6447","electrician","4.3","6","http://www.energizedelectric.com/","4444 N Freya St, Spokane, WA 99217, USA"
"Emergency Electric Spokane","(509) 239-5951","electrician","5","6","","9019 E Lindgren Rd, Spokane, WA 99217, USA"
"KeyMe Locksmiths","(425) 357-7685","locksmith","3.2","6","https://key.me/kiosks/washington/spokane/spokane/locksmith-key-copy-spokane-safeway-99205-washington","1616 W Northwest Blvd, Spokane, WA 99205, USA"
"KeyMe Locksmiths","(425) 409-5525","locksmith","2.3","6","https://key.me/kiosks/washington/spokane/spokane/locksmith-copy-keys-spokane-safeway-99205-washington","2507 W Wellesley Ave, Spokane, WA 99205, USA"
"Handyman Near Me","(941) 250-6695","roofer","5","5","","3015 W Eloika Ave, Spokane, WA 99205, USA"
"Spokane Septic Repair","(509) 991-2278","drain-specialist","3.4","5","http://spokanesepticrepair.com/","17911 N Day Mt Spokane Rd, Mead, WA 99021, USA"
"Terrile General Contracting LLC","(509) 370-1070","roofer","5","5","","13305 S Sherman Rd, Spokane, WA 99224, USA"
"Mountain Electric LLC","(208) 819-1818","electrician","5","5","","1210 S Walnut St, Spokane, WA 99204, USA"
"Triple 5 Construction LLC","(509) 964-1505","roofer","5","4","https://triple5construction.com/","5103 N Jefferson St, Spokane, WA 99205, USA"
"KeyMe Locksmiths","(425) 728-6553","locksmith","3.5","4","https://key.me/kiosks/washington/fairchild/fairchild/locksmith-key-copy-fairchild-fairchild-99011-washington","101 W Spaatz Rd #2465, Fairchild AFB, WA 99011, USA"
"BUILD-TEK construction co","(509) 362-1941","roofer","5","3","","5417 E Sharp Ave, Spokane Valley, WA 99212, USA"
"Hometown Restoration & Remediation Services of Spokane","(509) 566-4576","drain-specialist","5","3","https://hometownr.com/water-damage-restoration-mold-remediation-services-spokane-wa/","3119 W Rockwell Ave, Spokane, WA 99205, USA"
"Dan and Jan Roofing LLC","(509) 979-1263","roofer","5","3","http://www.danandjanroofing.com/","9717 E Mission Ave, Spokane Valley, WA 99206, USA"
